xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
5.44,-3.6,7.56,-0.55,0.61,-1.34
6.29,-0.66,8.13,-4.52,-3.36,-1.34
7.47,-2.75,-6.24,16.11,7.2,-13.85
11.53,0.36,-9.75,-14.77,-3.66,34.91
3.66,-2.68,8.77,5.25,-3.11,1.53
7.36,1.73,-5.83,9.83,21.06,-37.29
6.47,-0.66,-5.62,4.09,-8.79,-2.81
7.44,1.05,-5.69,-58.04,-4.21,48.1
9.85,2.08,-6.99,-18.92,-13.37,31.13
4.92,-1.25,-6.22,-20.08,6.41,19.04
7.99,0.35,-2.38,3.72,-28.75,-16.24
6.77,-4.92,-2.01,-21.67,11.41,18.74
6.11,0.35,-5.69,5.8,-13.55,10.25
9.86,-0.3,-5.44,-20.45,-0.67,-2.32
15.39,-3.21,-9.6,-20.69,14.71,13.85
3.2,0.85,-8.6,-6.29,-55.66,-16.72
7.52,-4.77,-3.77,-10.62,12.33,13.24
7.35,-0.09,-6.18,3.72,-0.12,-14.65
6.4,-1.18,-6.02,28.2,-10.56,-26.06
6.64,-4.5,-5.76,-16.66,12.08,17.82
5.02,-5.47,6.92,0.06,0.06,-5.25
5.38,2.01,-5.36,6.47,-12.27,3.05
7.01,-1.97,-3.35,-4.15,-10.5,-0.06
6.86,5.82,-4.23,-29.24,31.19,-19.53
7.87,1.15,-6.21,-5.07,-0.24,-6.35
5.79,0.75,-5.2,5.31,-8.12,1.65
7.56,0.1,-5.38,-66.35,-1.95,67.93
11.69,-1.45,-5.18,-25.09,-13.98,40.83
8.78,-3.65,-2.14,-0.43,0.73,-0.61
5.48,-0.56,-6.38,-8.42,10.99,26.12
6.42,0.71,7.48,-0.18,0.18,-1.34
10.32,-1.07,-2.54,21.06,-9.52,-30.7
17.62,-0.92,-6.72,-53.47,-24.54,88.81
8.56,-4.03,-8.93,-28.87,21.61,15.01
7.7,0.72,-5.38,-6.53,7.57,-12.51
8.31,-4.69,-2.2,-0.67,0.18,-1.71
2.23,3.43,13.09,-99.55,-97.53,118.23
7.43,0.66,-5.91,-17.88,5.25,-1.16
11.67,-2.72,-6.76,-34.36,33.94,38.82
8.86,-0.34,-4.08,2.75,5.86,7.2
5.32,2.01,-4.3,-3.42,-10.38,-5.68
8.09,-1.83,-6.27,31.25,4.09,-19.59
13.15,1.25,-7.23,-0.73,-12.21,40.22
5.34,0.89,-5.82,8.85,9.89,-13
4.35,0.81,-0.88,-5.55,-0.24,68.12
6.51,-1.59,-5.77,24.11,0.12,9.64
8.46,1.48,-6.5,77.15,-14.53,-46.45
7.78,-3.61,-4.35,-9.22,2.2,15.99
6.78,-0.44,-6.31,-35.28,-1.04,15.93
6.92,-1.26,-6.12,-2.99,-6.16,6.65
7.7,-2.55,-6.68,-9.34,1.65,-5.43
13.58,-1.59,-15.26,-6.47,-27.28,0.31
5.27,-0.27,-5.7,1.28,0.06,1.4
5.44,-0.22,-5.69,-1.59,-11.9,4.03
7.8,-2.28,-4.95,13.18,1.83,-18.01
7.81,-1.97,-5.36,36.01,-3.23,-25.51
6.47,-2.4,7.52,-45.84,1.65,5.62
7.1,-3.85,-5.35,8.79,2.99,-14.4
10.31,-2.36,-5.61,-30.94,-14.22,-3.3
6.52,-1.74,-6.96,1.59,5.37,-5.62
6.02,0.73,-5.9,-21.61,1.4,8.42
4.93,1.52,-5.6,14.53,-0.79,-11.23
10.63,0.92,-7.72,12.63,-24.29,-5.07
9.26,-2.68,-1.24,-0.92,-1.16,-0.73
8.59,-3.03,-4.5,23.62,-3.11,-2.01
5.97,-7.44,-3.4,-2.56,-83.44,-39.73
8.04,-0.21,-6.99,21.06,-5.13,-6.59
7.26,0.29,-6.17,-4.27,1.77,2.56
4.35,-4.88,7.48,-3.66,0.31,4.88
14.27,0.69,-8.71,-1.77,33.08,30.94
5.62,-3.24,-4.23,-84.41,7.14,49.19
6.21,0.69,-4.4,-19.65,1.16,8
9.07,0.25,-9.07,-14.89,0.85,6.9
3.76,0.11,-5.18,-10.74,-5.25,13.92
5.68,0.99,-5.91,7.26,-0.37,-8
9.07,-2.87,-1.86,-0.67,-0.06,-1.28
6.74,-3.11,-5.96,28.75,-3.48,-47.67
28.88,-2.8,3.37,-100.4,-145.26,6.65
7.4,1.6,-7.07,35.89,-5.92,-47.18
6.7,-0.31,-5.46,7.08,-2.87,-8.61
4.59,0.68,-2.97,29.91,5.49,-21.97
7.87,-3.8,-4.8,-44.86,17.94,14.83
8.86,0.56,-4.19,-31.07,1.34,19.9
3.72,-5.98,7.06,1.71,-2.32,-0.85
16.38,4.34,2.29,-46.02,-11.05,6.9
7.37,1.02,-6.08,-24.66,-4.39,-0.61
9.17,3.44,-2.79,-12.57,22.28,35.71
5.49,-1.18,-5.91,-13.49,-0.06,11.78
6.28,-1.53,7.76,1.83,1.04,-2.62
6.54,-3.8,-5.31,36.32,1.89,-56.82
8.23,1.09,-6.62,-37.72,4.52,37.72
13.92,-2.87,-9.56,-6.23,21.97,43.7
10.91,-2.04,-4.44,-11.84,-8.54,-17.88
5.57,-0.41,-6.64,16.72,2.2,-11.6
13.85,-0.23,5.13,-14.71,-16.54,-20.63
8,0.13,-6.04,39.79,-9.7,-43.21
6.63,-1.68,-3.45,33.51,3.72,-26.43
8.39,-1.6,-5.68,-56.64,-0.43,61.58
3.64,-6.33,7.1,5.98,-5.25,-7.63
2.17,2.35,-2.41,-18.37,-63.72,19.41
7.12,1.03,-5.16,-8.24,-1.89,2.5
3.64,-1.3,-9.42,8.18,31.74,26.67
5.86,-0.33,-5.44,39.43,10.25,-51.7
10.85,-0.3,-5.47,109.62,-7.32,-49.13
7.14,1.52,-6.58,-5.68,-28.99,2.81
5.18,0.05,-6.13,2.08,1.04,-3.91
10.86,-3.43,-6.91,1.53,-13,-28.56
10.8,1.87,-4.56,56.88,-13.37,-25.94
5.55,0,-3.83,10.68,4.21,-7.69
7.42,-0.74,-5,59.14,-3.23,-52.98
6.82,1.48,-5.58,6.96,-3.05,-45.59
6.4,-2.06,7.23,-1.34,4.58,-0.12
7.18,-0.23,-5.18,2.62,-18.01,-2.75
7.65,-1.9,-3.05,-32.71,1.16,6.41
6.08,-2.11,-6.46,36.56,-4.03,-40.28
7.78,-1.95,5.87,0.79,-1.22,-1.95
6.87,-1.43,7.36,-12.21,9.34,5.49
6.11,-3.15,-5.7,65.8,-6.84,-64.88
-0.3,-4.58,-5.68,51.88,-6.29,-22.71
5.66,-0.98,7.67,18.98,21,-13.73
6,0.07,-5.3,-5.43,0.24,-17.15
9.02,1.96,-5.06,-10.44,3.42,4.94
9.2,-2.81,-1.92,-0.31,0.43,-0.61
7.09,-2.56,-5.96,51.15,-10.38,-50.54
8.39,0.82,-6.35,-2.08,0.98,-5.55
7.95,-2.05,-4.39,-34.67,12.27,26.18
7.22,2.15,-5.7,-34.91,-3.54,39
8.79,-0.9,-4.92,18.55,6.71,-10.31
4.59,-5.45,6.98,5.68,-1.59,3.23
10.71,-3.37,-8.55,28.63,0.37,-48.28
5.54,-3.61,7.5,-0.12,-0.37,-1.46
6.56,0.41,7.52,2.56,14.95,-4.76
5.08,-2.24,8.6,-4.94,4.52,-0.18
5.35,0.53,-4.93,26,-4.58,-8.91
5.22,-1.96,-6.36,-14.89,-3.11,9.22
6.34,-1.18,-6.79,-45.53,-0.37,35.77
4.73,-7.84,3.98,-0.06,0.61,-1.1
3.88,-6.67,6.62,-0.06,-0.37,0.06
6.19,-1.14,-6.15,-1.65,6.04,-9.77
7.65,-0.82,-5.71,15.14,-8.06,-16.11
8.37,0.06,-6.7,-77.51,-1.04,61.71
7.06,0.49,8.36,15.93,-21.36,-12.45
4.53,-1.04,7.95,3.36,25.09,-21.48
7.31,2.6,5.88,-5.43,-4.33,-3.05
8.85,1.09,-7.07,13.79,13.67,-33.33
7.34,0.6,-8.64,-33.51,9.16,20.57
4.09,-1.52,-8.53,21.79,37.54,15.08
4.88,2.34,-6.28,-12.39,-5.43,-8.97
6.1,-3.14,-6.13,11.78,7.51,-6.35
12.11,-1.52,-5.55,23.93,-21.18,17.15
7.34,1.11,-3.15,-55.05,12.15,15.2
4.8,-2.01,-5,-26.43,2.5,5.98
11.07,-3.47,-4.35,-31.86,1.89,7.51
11.16,0.12,-7.13,-15.44,14.16,35.34
7.27,1.75,-3.43,-5.19,-11.41,-13.73
6.29,-3.13,-4.87,34.91,11.29,-13.67
6.51,3.07,-6.41,52.67,-31.31,-86.12
8.01,-0.17,-6.63,-30.76,-3.48,46.08
8.11,-2.29,-4.84,-0.49,0.79,-1.1
2.89,-8.88,4.36,-3.85,0.24,-15.14
8.85,-2.51,-5.89,-8.79,16.6,-17.46
7.49,0.18,-5.53,27.47,-3.23,-8.18
5.25,-0.82,-7.68,-213.44,-62.19,278.14
4.56,0.45,-5.55,11.66,-3.85,-13.06
6.93,-3.41,-6.3,57.98,-23.07,-57.5
8.98,-3.22,-2,-0.67,0.37,-0.18
4.56,-3.14,8.23,2.01,-2.5,3.85
6.91,1.47,-5.29,-0.67,-2.87,-4.58
12.38,-2.9,0.13,37.23,-39.18,-58.47
6.59,-2.62,-6.28,-30.03,14.83,33.63
9.36,-1.8,-4.14,-3.23,-4.82,7.93
6.72,-0.95,-4.5,34.06,-1.71,-6.23
8.27,-2.09,-6.12,-14.83,4.21,-6.1
1.44,-8.93,4.58,-7.69,0.06,14.34
8.68,-2.21,-5.13,-75.26,29.05,47.42
7.71,0.4,-5.5,-1.95,4.58,15.56
8.78,-2.77,-6.58,13.12,-7.14,14.59
8.06,-7.35,-3.65,-1.77,6.23,-29.66
15.28,-13.29,-0.56,72.45,85.08,25.45
7.11,-9.82,-6.62,47.91,4.39,-40.95
5.3,-2.62,-3.45,17.76,3.6,-21.36
9.19,-1.94,-6.11,-9.46,0.24,-5.98
6.42,1.35,-4.42,-7.51,-7.75,-0.73
8.07,-3.02,-6.05,-15.69,4.39,12.33
6.08,-0.71,-6.48,-38.15,12.94,30.88
6.63,2.94,6.67,-0.24,4.15,-18.07
6.21,0.31,-4.16,-16.54,11.6,-2.99
4.55,-0.94,-6.4,51.39,35.83,-52.19
9.06,-2.5,-4.34,-1.34,9.34,4.88
7.8,-1.61,-3.19,-8,-0.67,0.85
6.99,2.92,-6.75,2.93,5,-14.89
4.13,-1.23,-6.89,8.42,1.28,-3.05
12.76,3.25,-8.08,3.72,2.32,38.45
5.1,-1.01,-8.97,4.58,36.32,5.86
7.22,-2.44,-5.65,-20.94,8.73,26.12
6.77,-3.05,6.74,-8.91,30.88,-9.95
3.91,-6.82,4.51,-21.61,4.76,18.55
8.13,8.32,2.7,-49.99,134.09,70.92
9.26,-0.73,-2.81,8.48,1.59,-6.9
5.58,1.22,-3.89,-19.65,11.41,11.17
10.11,0.15,-5.57,27.4,-11.11,-26.92
6.51,-3.13,-5.96,0.92,-48.03,2.93
7.69,-2.56,-5.3,-9.16,6.1,9.16
6.07,0.01,-5.64,12.45,-8.12,-3.72
6.15,-0.17,7.74,1.46,4.27,-1.16
11.51,-1.32,-11.07,0.79,8.79,-8.79
6.64,-3,6.72,-0.24,-0.67,-1.53
6.7,-2.55,8.05,2.38,5.37,-5.86
6.39,-2.01,-6.64,-2.56,-2.32,-5.62
7.31,-3.6,-6.89,92.96,-29.6,-90.15
9.73,-0.92,-7.53,-31.37,11.66,48.71
9.85,-2.96,2.51,3.66,18.43,1.22
5.24,-5.46,6.73,24.66,-23.07,-52.37
6.24,0.01,-7.79,3.97,-0.18,-2.2
8.79,-3.09,-3.13,-0.31,0.06,-1.89
5.41,0.54,8.26,0.24,0.43,-1.65
9.31,-2.09,-1.96,-1.53,-0.43,-0.18
5.55,-3.64,7.3,-3.78,2.62,-0.31
7.67,-1.75,-3.05,15.56,-0.79,1.77
6.73,-2.78,-6.3,-15.38,7.81,28.69
-1.13,-13,-0.86,-26.25,16.54,-111.33
3.36,-7.35,5.65,-36.74,15.87,14.53
5.7,-3.91,7.34,-14.1,4.82,0.98
16.01,-2.86,-10.09,3.66,-19.9,6.96
5.22,0.55,8.25,6.41,-5,1.1
3.3,-5.65,-8.71,-2.5,-0.55,-90.88
7.28,-2.38,-6.19,10.68,-12.57,2.26
7.82,-0.21,1.35,26.12,5.62,20.32
7.25,0.45,-6.85,-45.84,8.06,31.8
7.32,-0.12,-5.97,28.2,-2.81,-34.97
8.53,1.55,-8.7,-3.72,-6.71,-10.93
5.3,-0.08,-3.95,40.77,-1.04,-21.97
5.09,-10.93,4.03,-9.34,22.22,9.58
7.31,-1.95,-5.86,1.89,18.98,-20.69
5.45,-0.08,-6.3,-14.65,-14.59,-6.84
6.07,-0.88,7.6,0.85,-0.73,-0.79
6.44,1.04,-7.73,105.22,-2.81,-74.89
7.27,0.85,-5.47,42.54,-4.46,-10.44
6.97,2.65,-5.89,-76.11,-5.19,54.5
7.15,-2.6,-2.58,-62.44,16.97,24.29
6.39,-1.94,7.22,-23.32,17.27,19.17
5.42,0.88,-6.13,2.81,5.07,-11.54
8.79,1.29,-9.04,42.18,-14.16,29.42
8.2,-0.77,5.57,-1.1,6.53,-0.18
13,-2.9,-6.73,15.44,-4.76,12.94
5.7,-2.71,7.67,-7.45,1.4,1.65
7.17,-1.75,-3.33,29.17,-32.53,-37.41
7.49,-1.52,-5.71,4.03,-14.59,-1.1
7.21,1.33,-4.85,-2.26,-4.76,0.12
7.7,-2.36,-6.46,-44.25,6.04,31.25
6.66,0.24,9.26,3.11,6.16,-4.46
5.72,-2.6,-6.32,-9.58,9.03,5.43
5.35,-2.62,-6.96,-69.82,50.48,65.98
6.09,-1.27,-5.94,1.95,-1.59,-0.67
4.1,-0.99,-4.43,-20.2,10.86,25.51
4.33,0.71,-6.65,-68.54,41.26,62.13
7.58,-5.49,-3.91,7.45,-0.61,-6.47
4.5,-0.94,-5.73,17.33,4.03,-19.71
14.26,0.5,-5.39,5.31,-39.98,16.42
8.8,1.26,-5.23,-6.23,5.19,8.48
6.86,1.72,-4.35,-20.14,-8.06,16.48
6.64,-1.96,7.13,-0.79,-1.59,-1.22
5.85,-0.3,-6.01,6.35,-2.01,1.77
8.5,-0.83,-4.87,-10.5,3.85,3.97
11.67,1.32,-12.94,-73.85,-13.92,69.46
8.17,-4.83,-2.37,-1.4,-0.73,0.55
9.11,-2.13,-1.74,0.18,-0.67,-4.21
6.89,-4.08,-5.48,-18.01,11.9,14.89
5.33,-0.99,-1.57,17.03,-23.5,3.3
5.53,5.21,5.87,29.17,-3.23,-18.49
5.95,1.57,-6.68,0.24,10.19,-8.36
12.71,-8.43,-4.47,77.64,-28.75,-26.86
4.71,-0.4,-6.68,8.48,-10.25,-5.43
7.97,0.06,-5.18,7.08,6.35,-14.95
6.26,-0.91,-6.18,-5.25,-5.25,8.3
3.82,-0.13,3.56,5.8,15.75,-8.24
5.07,1.74,-3.18,0.18,-8.24,0.61
9.2,-0.04,-9.54,-127.75,20.57,63.84
10.62,-3.19,-4.73,-13.31,-1.16,-5.98
9.73,-2.69,-6.69,28.87,-15.63,-68.54
2.45,-0.7,-4.67,4.15,22.09,-15.87
1.4,-1.28,13.58,206.18,-52.06,87.65
5.99,-5.24,7.01,-0.98,-5.43,-1.83
7.59,6.22,0.61,-33.14,17.58,-15.81
5.37,-4.82,7.05,-0.61,4.82,0
10.53,-4.56,-7.77,14.1,-22.16,-45.17
7.67,1.58,-5.77,8.24,-7.02,0.67
7.64,-3.24,-4.54,24.35,-1.95,-23.01
12.51,-0.29,-4.54,-0.24,5.55,13.55
9.65,-0.69,-5.8,28.26,19.96,22.34
8.2,-0.89,5.57,-0.98,1.77,-1.65
8.04,-1.79,-4.46,-15.69,-0.06,-6.59
6.78,-1.83,-6.2,89.36,-4.15,-97.78
4.81,0.02,-7.51,-69.64,24.41,19.59
8.35,-2.9,-9.86,101.68,-24.6,-102.36
8.45,-3.81,-4.28,29.54,1.22,-1.71
6.75,-3.02,-6.09,5.92,-0.18,-7.75
8.74,0.33,-5.55,11.96,-5,7.93
6.4,-0.45,-7.44,-68.54,11.9,39.18
7.92,0.43,-5.41,19.53,-11.05,-16.3
9.84,0.03,-9.31,8.06,-1.53,-28.32
5.13,-2.69,-5.56,-99.06,22.28,40.16
5.07,-3.24,7.97,-2.2,1.22,-0.49
9.37,-5.53,-4.07,34.73,-3.72,-37.29
6.04,1.32,-5.32,9.52,1.22,-11.66
5.56,-2.14,-5.01,-46.14,9.34,40.77
2.61,-8.94,4.55,-11.72,-4.27,14.1
8.67,-0.94,-4.47,40.95,-5.68,-34.24
2.44,-8.76,4.97,-7.08,-3.11,7.14
12.59,-0.02,-7.54,0.67,10.38,37.05
8.63,0.25,-4.37,-46.33,13.06,23.25
5.05,-2.42,-5.74,-1.71,-2.62,15.63
5.64,-0.69,-5.4,5.07,2.75,-4.09
18.08,3.91,-12.64,-24.35,17.4,93.69
8.38,-2.18,-5.39,-14.22,-6.29,-2.5
5.66,-0.75,-4.08,41.81,9.77,-21.55
5.67,-1.59,-6.16,-2.08,-14.1,-1.28
14.76,1.16,-7.67,13.67,43.7,-31.43
6.74,3.22,-4.15,-30.7,-18.62,59.08
5.37,-0.84,-4.45,-3.54,-14.22,9.95
7.83,-2.87,-5.24,12.27,16.72,-13.67
9.08,-0.28,-7.16,12.94,1.28,17.21
8.56,-2.64,-2.73,-0.18,1.59,0
8.77,0.7,-5.52,-15.93,-1.83,20.2
7.07,-3.25,-5.97,-10.25,-4.03,15.01
6.51,0.89,-1.48,-7.75,3.11,-0.61
9.84,3.53,-4.16,-47.79,-14.16,27.95
5.2,-0.03,8.24,-22.58,9.34,15.99
12.55,-5.91,-3.56,9.58,20.94,-5.86
5.83,-0.82,-5.5,4.7,-6.29,-7.69
7.83,-0.34,-5.11,-6.35,-1.28,7.02
6.67,-3.85,-5.1,55.6,-14.77,-58.29
5.86,-3.17,7.39,0.79,0.06,-1.59
8.82,-3.64,-7.78,40.34,-12.63,-26.25
5.84,-1.09,-6.24,48.95,4.27,-43.33
4.86,-2.23,-0.73,-9.4,34.12,-4.52
7.72,2.48,-5.1,-22.83,-1.1,-6.29
6.41,-0.87,7.33,18.13,-4.15,-27.89
7.6,2.65,-1.83,52.67,40.95,-26.37
6.88,-1.41,-6.28,-40.1,7.2,36.68
8.47,-4.24,-2.52,-0.67,0.37,-0.67
4.22,-3.15,-7.07,4.27,34.06,27.71
7.59,-1.8,-4.87,-15.2,3.54,-10.93
5.64,2.14,-4.62,9.58,-7.08,-8.85
6.44,1.96,-6.14,17.94,-7.14,-34.42
4.08,-4.51,-3.92,12.76,9.28,-22.89
8.88,-2.15,-5.86,-9.46,-1.77,-34
8.04,-5.28,-6.28,-63.54,10.99,19.53
11.72,-4.31,-11.75,7.14,-28.81,6.23
9.01,0.22,-5.19,8.48,1.46,10.38
8.38,-2.45,4.26,-31.74,-57.92,6.65
10.21,0.68,-4.9,8.67,9.95,-32.17
9.07,-2.81,-1.97,-0.37,-0.55,-1.04
7.5,-5.19,2.67,49.99,68.54,20.08
-1.48,-7.47,9.45,-2.87,55.3,42.6
14.66,1.51,-4.78,77.03,24.96,82.15
5.82,-0.38,-5.81,6.29,4.03,-1.59
6.89,2.65,-4.5,-18.13,-7.69,-20.51
7.23,-1.25,-6.1,13.79,-4.94,-9.7
4.47,-6.7,6.38,5.13,0.49,6.1
7.95,-2.99,-3.97,9.7,-4.03,5.98
6.46,0.77,7.48,-0.55,0.18,-0.92
8.43,-2.57,-4.77,17.46,5.19,-5.19
8.62,-1.41,-4.25,-16.91,3.3,3.54
10.13,-2.88,-2.76,4.94,-7.2,-3.72
13.73,-2.05,-7.96,-21.85,10.86,9.34
8.98,-2.86,-2.05,-0.18,-0.24,-1.1
6.3,-1.93,-4.71,-8.91,-10.62,2.38
9.84,-3.18,-1.43,13.73,6.41,-36.8
7.77,-3.29,-3.88,-52,29.36,37.78
8.11,0.03,-3.48,-8.85,-2.62,25.45
8.56,-1.79,-4.84,-0.61,0.43,-7.32
9.69,-0.58,-4.77,26,-4.15,-44.98
4.39,-4.09,7.57,-12.88,0.61,13.92
9.21,-2.07,-1.19,0,-0.67,-2.26
7.36,-0.59,6.99,11.84,-4.82,-27.1
8.48,-4.12,-2.33,1.04,0.61,-2.5
7.97,1.91,-5.31,-10.07,-5.55,-6.04
6.12,1,8,-0.06,1.65,14.47
7.08,-1.17,-4.46,-82.89,12.21,31.92
6.17,-1.1,-6.25,-15.01,-13.85,13.92
3.85,-1.98,-9.04,-6.04,9.46,3.42
7.84,-1.08,-6.07,72.57,-14.71,-43.15
6.02,-1.05,-6.01,5.8,-13.43,-13.06
5.63,0.72,-5.83,-5.86,3.42,-4.94
5.44,-1.07,-3.84,7.14,-70.74,-12.02
6.2,0.07,-5.49,-22.71,3.78,18.68
12.92,1.04,-8.8,-40.22,29.24,15.63
9.03,-4.41,-2.17,-7.81,0.79,0.85
6.7,2.51,-11.71,20.63,-4.64,-28.56
8.65,-3.1,-2.7,-0.12,0.67,-1.16
9.4,-1.97,-1.46,-0.49,0.43,-0.12
7.9,-3.52,-3.89,5.98,-16.05,-15.69
6.84,-0.95,-4.76,-6.71,1.1,18.49
6.32,-2.32,-5.94,-16.3,-25.27,41.93
3.67,-5.51,5.74,28.5,14.95,-66.96
6.78,-1.16,7.07,-0.79,1.53,-2.01
8.03,3.45,-7.32,13.12,0.06,-30.7
2.57,-7.17,6.61,-0.43,0.43,-1.4
9.1,4.2,-6.3,-29.91,7.39,35.4
7.63,-3.11,-6.83,17.09,2.38,-15.01
8.5,0.13,-6.95,86.79,2.32,-67.5
5.29,-0.06,-5.86,5.37,-8,-9.64
9.21,-0.44,-6.52,-2.38,-13.18,13.12
5.97,1.87,-5.72,-60.12,-0.67,63.54
7.16,-5.26,-3.42,27.89,-9.16,-39.06
1.84,-9.46,-4.11,-70.92,-96.92,-51.03
5.11,0.73,-3.25,-4.7,-8.06,-1.71
7.5,1.75,-2.72,40.1,-4.52,-15.75
5.5,-1.56,8.11,0.98,0.73,-1.71
6.19,1.22,-6.87,27.77,-4.39,-12.63
6.03,3.05,-6.69,-62.74,-5.37,55.97
6.44,1.72,-7.16,39.12,28.69,-38.57
5.65,-3.64,7.53,-1.89,-0.61,-1.16
7.68,-3.55,-6.49,-52.73,-13.98,61.77
6.16,1.92,-5,-16.91,-6.96,-1.34
8.94,-3.46,-1.47,-0.37,-0.67,-0.85
9.92,-1.11,-5.23,-25.51,14.53,35.1
8.62,-2.55,1.85,17.64,49.93,-25.82
7.84,-2.09,-5.55,21.91,4.64,-2.14
11.19,2.04,-6.32,0.55,-13.49,37.23
8.26,0.74,1.12,22.16,24.17,16.24
5.83,1.3,-6.67,-1.46,-6.23,-11.96
7.15,-2.21,-7.85,14.77,2.62,-0.24
22.25,-5.13,-4.55,1.65,-127.44,1.22
5.02,-0.54,-5.8,-4.7,-5.37,1.83
23.43,-12.74,1.59,-130.55,-134.77,26.18
7.43,0.74,-4.92,-48.71,-7.75,38.82
9.14,-2.76,-2.09,-2.38,-1.28,-0.92
10.13,-3.13,-9.02,8.54,-14.71,1.4
8.75,-0.89,-6.9,80.93,-25.15,-34.55
9.07,-2.11,-2.75,-20.81,12.33,0.24
9.32,-2.47,-1.7,-3.17,-2.08,3.66
10.73,-0.32,-4.82,-6.35,15.5,14.4
11.43,-4.21,-2.46,22.46,-11.23,4.52
6.14,0.57,-4.63,-67.87,4.03,-0.79
3.42,-5.53,7.63,-0.67,0.37,-0.79
7.41,-1.8,-5.01,-18.49,13.98,13.67
5.41,-3.21,-6.53,21.55,16.24,0
8.87,-2.18,-4.58,12.76,0.37,1.83
16.48,-3.88,0.19,-11.9,-164.37,-100.89
8.76,-3.16,-2.14,0.55,0.37,-1.34
7.72,-2.1,-5.71,-5.19,0.43,-12.82
7.62,-0.51,-4.94,9.46,10.68,9.95
8.01,-0.49,-8.97,-69.82,56.7,65.19
7.97,0.04,-4.85,-12.21,-11.78,-16.66
1.67,-6.2,9.23,28.99,32.47,21.42
8.91,0.72,-9.02,9.34,19.35,-19.71
3.45,-3.8,-4.6,-25.63,1.77,21.48
6.04,-1.97,7.77,-10.56,2.2,4.88
6.4,-1.47,7.27,20.81,-7.93,-0.06
4.69,1.41,-3.68,0.92,-9.52,0.49
6.73,-1.72,-7.71,25.33,7.87,-27.59
7.81,0.29,6.52,-18.49,51.82,19.04
8.57,-0.98,-5.25,52.12,-5.68,-39.12
14.65,-3.86,5.27,56.58,-10.86,-70.5
8.28,3.14,-5.55,-7.51,-13.49,-6.96
6.48,0.72,7.41,-0.37,0,-0.92
4.92,1.65,-5.5,14.77,-20.94,-11.72
4.55,1.42,-3.04,19.41,9.83,-21.36
6.67,-2.57,-4.29,-10.86,10.25,-8.91
7.31,1.61,-7.95,-1.59,8.48,15.69
7.83,0.24,-4.96,-32.71,10.07,24.35
6.07,-3.64,-5.61,-22.03,9.83,13.06
7.04,0.5,-5.74,-22.83,-6.23,18.01
6.34,0.41,-3.49,-15.26,4.82,15.87
5.5,-3.53,7.49,-0.67,0.24,-1.46
7.4,1.11,-5.31,14.04,-6.96,9.64
3.05,-7.48,5.47,-8.42,-17.76,29.91
4.83,-3.18,-5.07,53.41,-17.09,-98.08
-0.13,-5.95,2.91,-66.53,-218.87,19.47
8.3,-0.84,5.61,-1.4,-0.92,-0.31
4.66,0.84,-3.7,-21.67,0.18,10.86
6.49,-1.76,-6.16,9.95,-2.01,1.89
7.8,-1.05,-4.77,31.68,-10.19,-27.16
16.83,1.41,-8.74,-9.77,8.85,33.2
6.88,0.94,-6.83,-2.69,6.47,1.04
7.27,-1.94,-5.87,-4.33,0.79,15.56
5.96,-0.58,-6.75,-28.2,-5.74,13.37
7.29,-2.09,-4.93,-14.16,9.34,11.78
5.86,1.74,-4.32,9.28,3.66,-17.94
9.1,-2.81,-1.94,-0.55,-0.55,-0.98
6.26,-3.16,-6.51,59.51,-15.99,-46.45
6.6,-0.26,-6.52,-33.33,6.77,22.83
6.44,-2.53,-5.67,-17.03,4.94,12.21
7.95,-4.2,-3.3,26.55,-15.32,5.8
-0.86,-3.24,-1.73,-3.78,4.03,-8.85
4.74,-0.43,8.7,6.84,-4.33,-10.07
7.71,-0.02,-5.81,9.09,-4.09,-4.33
7.53,-2.96,-5.42,-0.67,-2.08,-2.38
3.11,-7.68,5.86,-2.62,-3.66,8.97
8.13,-1.8,-5.02,-0.79,-0.67,-0.67
6.13,1.82,-5.49,-17.58,44.74,-60.85
4.98,-7.48,4.42,-15.56,-0.49,21.91
10.58,-0.5,-8.37,-1.77,8.54,-10.13
7.8,-0.15,-5.33,-73.3,21.79,111.08
7.33,2.43,5.98,-0.73,0.24,-0.12
6.22,0.34,7.59,-3.05,1.4,3.05
6.71,-1.15,-3.62,15.01,5.68,-24.17
7.49,-1.84,6.25,-0.31,0.37,-1.04
7.72,1.93,-7.08,4.88,5.92,-29.66
-0.95,-3.87,-2.66,127.32,-109.07,-26.73
4.1,0.56,-5.19,25.45,-1.34,-5.43
6.98,-0.2,6.92,-0.37,1.71,-4.88
8.46,-2.22,-4.45,49.87,2.69,-13.06
9.21,-2.73,-2.69,-1.04,2.08,0.24
7.63,-1.32,-5.28,-48.52,13.49,24.11
5.55,-3.2,7.84,1.04,-1.1,4.39
5.46,-0.88,-6.58,1.53,7.14,17.33
10.63,-1.04,-3,13.67,-12.45,-12.88
8.78,-0.38,4.34,-0.43,-2.26,7.57
7.24,-4.12,-2.58,-4.39,-0.12,1.71
3.72,-0.33,8.3,-13.12,-1.28,7.08
7.37,-2.31,-5.26,-15.44,10.44,14.22
3.96,-2.79,-7.29,14.16,18.07,-8.61
5.4,-0.53,-5.98,8.54,-0.18,8.73
7.12,0.29,-5.68,-58.53,28.56,58.53
10.28,-2.68,-6.7,-29.24,6.16,31.56
